id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
267883,https://www.airbnb.com/rooms/267883,20220922013624,2022-09-22,city scrape,charming and fresh old style studio,"<b>The space</b><br />In a 1920 building by Argentinean architect Augusto Plou —graduate from L’Ecole des Beaux Arts de Paris in 1882- in a very nice corner of downtown Buenos Aires area, this charming apartment is fully equipped for 2/3 people.  <br /> <br />It is a very luminous one bedroom apartment with 2 balconies, one bathroom and a small but well equipped kitchen, with gas and electric oven, and a refrigerator with freezer. The living room has air conditioning and a fan, gas stove, TV, Wi-Fi connection and CD player.  <br /> <br />A 2 x1,5 mt darkroom for photography purposes is available. <br />Warmly decorated, furnished with old style furniture, beautiful paintings by local artist Rolando Sá that feature Tango and other local themes, this apartment for temporary rent in BA is very well located in Balvanera, a centric neighborhood where you can find renowned bookshops open 24/7, theatres, banks, restaurants and cinema equipment stores.  <br /> <br />Location:  <br /> <br />One",,https://a0.muscache.com/pictures/2671760/1a5b4e40_original.jpg,1404477,https://www.airbnb.com/users/show/1404477,Juan Martin,2011-11-14,"Buenos Aires, Argentina","HOLA , SOY JUAN . SOY FOTOGRAFO , ME GUSTA LA FOTOGRAFIA, ME ENCANTA VIAJAR, CONOCER NUEVOS LUGARES.
",a few days or more,0%,N/A,f,https://a0.muscache.com/im/users/1404477/profile_pic/1321273044/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1404477/profile_pic/1321273044/original.jpg?aki_policy=profile_x_medium,Balvanera,1,1,"['email', 'phone']",t,f,,Balvanera,,-34.60222,-58.3942,Entire rental unit,Entire home/apt,2,,,1,,"[""Long term stays allowed""]","$11,291.00",7,365,7,7,365,365,7.0,365.0,,t,30,60,90,365,2022-09-22,0,0,0,,,,,,,,,,,f,1,1,0,0,
79226,https://www.airbnb.com/rooms/79226,20220922013624,2022-09-22,city scrape,Petite Home,"<b>The space</b><br />Cuenta con máquina de café Nespresso.<br />Cápsulas de café, té y refrescos de bienvenida.<br />Shampoo, crema de enjuague, jabón, y otros elementos de limpieza incluidos para recibirte en tu llegada.<br />Juegos de toallas y sábanas incluidas.",,https://a0.muscache.com/pictures/f46c8532-ce87-4b25-82ff-5351e98db795.jpg,426420,https://www.airbnb.com/users/show/426420,Carolina,2011-03-06,"Buenos Aires, Argentina","Hola! Soy Carolina. Hace ya varios años uso Airbnb para alojar huéspedes en mi departamento de Nuñez. Me interesa que las personas vivan una buena experiencia en mi departamento, así como yo lo hice años anteriores.
Tengo 32 años, soy diseñadora gráfica y de interiores, por lo que disfruto de los entornos visualmente agradables. 
Tuve algunas experiencias como huésped en Airbnb en Estados Unidos, todas positivas. Recomiendo este servicio como una alternativa al hotel, ya que se puede vivir realmente la experiencia del país a donde viajas, viviendo en un entorno como si fueses local.
",within a few hours,100%,89%,f,https://a0.muscache.com/im/pictures/user/ee4a3a28-620c-41b2-8373-93b2ca8a894e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ee4a3a28-620c-41b2-8373-93b2ca8a894e.jpg?aki_policy=profile_x_medium,Núñez,1,1,"['email', 'phone']",t,t,,Nuñez,,-34.55235,-58.4581,Entire rental unit,Entire home/apt,2,,1 bath,1,1,"[""Elevator"", ""Fire extinguisher"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Heating"", ""Window guards"", ""Essentials"", ""Hangers"", ""Oven"", ""Cable TV"", ""Air conditioning"", ""Hot water"", ""Extra pillows and blankets"", ""TV with standard cable"", ""Wifi"", ""Dishes and silverware"", ""Stove"", ""Shared pool"", ""Long term stays allowed"", ""Kitchen"", ""Iron"", ""Room-darkening shades"", ""Dryer"", ""Hair dryer"", ""Bed linens"", ""Coffee maker"", ""Cooking basics"", ""Washer"", ""Private patio or balcony"", ""Pocket wifi"", ""Shampoo"", ""BBQ grill""]","$3,619.00",20,1125,20,20,1125,1125,20.0,1125.0,,t,4,23,32,304,2022-09-22,47,3,0,2011-10-30,2022-05-06,4.67,4.78,4.63,4.83,4.89,4.91,4.78,,f,1,1,0,0,0.35
268446,https://www.airbnb.com/rooms/268446,20220922013624,2022-09-22,previous scrape,PRIVATE BEDROOM  QUEEN BED plus one SINGLE BED,"Loft style private room in two levels. Shared bathroom. Patio view with natural light and wooden desk.  Make yourself at home, enjoy the peace and quiet with all the design and comfort of a unique place located near the City center. This room has direct access to a beautiful patio where you can enjoy the sun of Buenos Aires.We have five different rooms in our house , you can check them all clicking on the host icon. Extra bed .<br /><br /><b>The space</b><br />Welcome to Mi Casa en BA:<br /><br />Mi Casa en BA is a renovated traditional style house in Balvanera, a neighborhood that inspired one of Borges best known poems.<br /><br />For more than 7 years Mi Casa en BA has been hosting travelers, students and foreign tourists from all over the world, many of them have lived in the house for months, making their stay a unique experience.<br /><br />About this room:<br /><br />This is a two story room loft style with wooden mezzanine accesible through a hand ladder, it overlooks one of th","Neighbourhood Highlights:<br /><br />Among the architectural features in Balvanera are the ecclectic Congress building and the statue group in neighboring Plaza Congreso. The El Molino tea room is located across the street in a building that has seen several rounds of restoration since its heyday that continue today.<br /><br />The café Los Angelitos in the corner of Rivadavia and Rincón was a meeting point for poets and musicians. It features a relief of angels in its façade, which is one of the landmarks of the barrio. After extensive restorations, it was reopened in 2007, now it offers live tango shows and it has become a tourist landmark much like the Café Tortoni and Confitería La Ideal.<br />Tango lovers will find that the best ""milongas de Buenos Aires"" can be reached at walking distance.",https://a0.muscache.com/pictures/3c170d1c-226c-4fb2-9677-0dc2b3de87de.jpg,1388769,https://www.airbnb.com/users/show/1388769,Juan Y Josefina,2011-11-09,"Buenos Aires, Argentina","Hi, my wife Josefina and I, Juan, will be your hosts. There will always be one of us to welcome you, solve your problems and make your stay pleasant and comfortable.
I’m an architect and I personally restored and decorated the house with the help of the whole family, my wife Josefina and our three sons. There is a part of each of us in every room, because we developed the family and the house at the same time. So, we are inviting you to our place and hope you will feel at home during your stay in BA. 
Our eldest son, Ignacio, started the project “Mi Casa en BA” back in 2011. He lived in the house and made it a home for visitors from all walks of life. He also has the credit for making us superhosts with Airbnb, status we have kept throughout the years.
A bit about our family: Josefina is an English teacher, Ignacio is a crossfit coach who is now living in Sweden, Hernán is a graphic designer and Nicolás is a cook. 
We love our city and we can help you get to know the city and its people, the Porteños.
If you have any questions or would like to know more about us, please don't hesitate to send us a message. 
We’re looking forward to welcoming you as our guests!
",within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/1f7927c4-80e8-454e-8110-484c615448ed.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1f7927c4-80e8-454e-8110-484c615448ed.jpg?aki_policy=profile_x_medium,Balvanera,7,7,"['email', 'phone']",t,t,"Buenos Aires, Capital Federal, Argentina",Balvanera,,-34.6177,-58.40072,Private room in home,Private room,3,,3 baths,5,6,"[""Fire extinguisher"", ""Cleaning before checkout"", ""Host greets you"", ""Refrigerator"", ""Heating"", ""Private entrance"", ""Carbon monoxide alarm"", ""Essentials"", ""Hangers"", ""Oven"", ""Patio or balcony"", ""Microwave"", ""TV"", ""Hot water"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Free street parking"", ""Stove"", ""Long term stays allowed"", ""Kitchen"", ""Iron"", ""First aid kit"", ""Lock on bedroom door"", ""Dryer"", ""Hair dryer"", ""Bed linens"", ""Coffee maker"", ""Cooking basics"", ""Washer"", ""Pocket wifi"", ""Shampoo""]","$1,737.00",5,365,5,5,365,365,5.0,365.0,,t,0,0,0,0,2022-09-22,75,0,0,2011-12-16,2019-05-19,4.79,4.87,4.8,4.95,4.96,4.46,4.86,,f,6,0,5,1,0.57
79247,https://www.airbnb.com/rooms/79247,20220922013624,2022-09-22,city scrape,"Beautiful Apt in great location, 100% Good Reviews","The whole apartment (bathroom & equipped kitchen, terrace) is for the guest.<br /><br />This is a NEW apartment in the very heart of Buenos Aires close to metro. The area is safe, the avenue has wide pedestrian part so there are always people. The apartment is on 7th floor so you will always have lots of sunlight and wide views.<br /><br />Bed sheets and towels are supplied.<br /><br />The place looks exctly as in the photos and I always try hard that my guests feel at home and help whenever they need it.<br /><br /><b>The space</b><br />This is a 37m² NEW apartment in the very heart of Buenos Aires. A few metres to the Metro, and to all the main bus lines.<br /><br />The apartment is fully furnished, with cable TV, phone, Fast Wi-Fi connection, microwave, oven, refrigerator, air conditioning, bedclothes, table & kitchen utensils,<br /><br />The neigbourhood is safe, lively and famous for its tango and theatre performances, historic cafeterias, and restaurants. All of them a few metres","Boedo is one of the most antique, safe and traditional neighborhoods of Buenos Aires. Boedo is well known for its tango related history, Milongas (Tango dancing nightclubs), poets, and old cafes, bars.<br /><br />Although the neighborhood has recently been renewed a special effort has been put to preserve its original charm.<br /><br />Here the first independent theaters were founded, and in the still running cafes the famous ¨grupo de Boedo¨ - a collective of well known intellectuals and artists of the time - began their gatherings.",https://a0.muscache.com/pictures/12163479/ef79840a_original.jpg,426566,https://www.airbnb.com/users/show/426566,Egle,2011-03-06,,"I am architect, interested in arts, especially painting.
I love chocolate, Aki Kaurismaki movies, early mornings, photography...

I was trying to decorate our apartments nicely so that your stay would be more pleasant. I am recommending my guests places to visit, things to do. I was traveling around the world some years ago and I understand how stressful it is to look for a place to stay, to orientate in a new city. 

I normally paint all day in my studio so I am quick to respond e-mails. 
Looking forward to hearing from you, 

Egle
",within an hour,100%,100%,t,https://a0.muscache.com/im/users/426566/profile_pic/1299533998/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/426566/profile_pic/1299533998/original.jpg?aki_policy=profile_x_medium,Almagro,8,8,"['email', 'phone']",t,f,"Buenos Aires, Capital Federal, Argentina",Boedo,,-34.6212,-58.41753,Entire rental unit,Entire home/apt,2,,1 bath,1,1,"[""Elevator"", ""Refrigerator"", ""Heating"", ""Carbon monoxide alarm"", ""Essentials"", ""Hangers"", ""Oven"", ""Paid parking off premises"", ""Patio or balcony"", ""High chair"", ""Microwave"", ""TV"", ""Air conditioning"", ""Hot water"", ""Extra pillows and blankets"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Free street parking"", ""Stove"", ""Long term stays allowed"", ""Building staff"", ""Kitchen"", ""Paid parking lot on premises"", ""Bed linens"", ""Cooking basics"", ""Luggage dropoff allowed""]","$3,359.00",6,1125,3,6,3,1125,6.0,1117.4,,t,13,22,52,257,2022-09-22,55,9,2,2011-04-11,2022-09-10,4.81,4.87,4.6,4.91,4.91,4.62,4.77,,t,8,8,0,0,0.39
79766,https://www.airbnb.com/rooms/79766,20220922013624,2022-09-22,city scrape,!Amazing 1Bdr - Great Terrace - BBQ - Sun - View!!,"The apt is located in the heart of Recoleta (address: Peña Street between Uriburu and Junin Street) where you have absolutely everything nearby, such as restaurants, museums, tourist activities, shoppings, all means of transport (buses, metro and taxis).<br /><br /><b>The space</b><br />It’s a Refurnished 1 Bdr in a ninth floor very well located at the elegant neighborhood of Recoleta  District. This flat is perfect for two people, <br />It has a exclusive and huge terrace. All the rooms have a nice view and you can see the river from the terrace. It’s a sunny living, dining room and bedroom. All the rooms are with hardwood floors and underfloor central heating.<br />It’s excellent located, two blocks away from Las Heras and Pueyrredón Avenues, and close to the Cemetery of Recoleta and Plaza Francia, where you can find one of the best craft markets in the City of Buenos Aires.<br /><br />Area: (PHONE NUMBER HIDDEN) terrace<br /><br /><br /><br />Features:<br />Hardwood floor, central h","Our neighborhood is safe, quite and exclusive.<br />My must see recomendations that are just a few blocks from the apartment:<br /><br />Historic Sites<br />Recoleta Cemetery (one of the most important sights in BA) with elaborate tombs in the 19th - century are the final resting places of illustrious funding fathers, local aristocracy and important families.<br /><br />Church ""Nuestra Sra. del Pilar"" is considered one of the best preserved examples of Argentine Colonial Architecture.<br /><br />Performing Arts<br />The ""Teatro Colon"" opened in 1908 is the epicentre where theatre, ballet, opera and classical music have story presence. (Callas, Pavarotti, etc.)<br /><br />Museums<br />The National Fine Arts Museum is considered Argentina's most important art museum.<br /><br />The Museum of Spanish-American Art holds the most important colonial silverwork collection in South America.<br /><br />Bookstore<br />""El Ateneo"" one of the most beautiful bookstores in the world, located in a fl",https://a0.muscache.com/pictures/bed0c146-395e-4b6f-a31f-38bd0260c9f1.jpg,422878,https://www.airbnb.com/users/show/422878,Oscar,2011-03-04,"Buenos Aires, Argentina","Hi. I am an easygoing guy who loves meeting new people and cultures. As a host i´m always willing to help my guests with their inquiries about Buenos Aires. As an Architect i can tell my guests where are the best locations and landmarks in town.   
In the hope you will feel yourself at home right away.  I love to do everything what I can do to make your stay more interesting and inspiring!!!! Welcome",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/03f4c1d3-70f5-44fa-ba28-53fd81058b17.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/03f4c1d3-70f5-44fa-ba28-53fd81058b17.jpg?aki_policy=profile_x_medium,Recoleta,4,4,"['email', 'phone']",t,t,"Buenos Aires, Capital Federal, Argentina",Recoleta,,-34.59118,-58.39664,Entire rental unit,Entire home/apt,3,,1 bath,1,1,"[""Elevator"", ""Host greets you"", ""Refrigerator"", ""Heating"", ""Carbon monoxide alarm"", ""Essentials"", ""Hangers"", ""Oven"", ""Outdoor furniture"", ""Microwave"", ""Cable TV"", ""Air conditioning"", ""Hot water"", ""Extra pillows and blankets"", ""TV with standard cable"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Stove"", ""Crib"", ""Long term stays allowed"", ""Kitchen"", ""Iron"", ""Bathtub"", ""Room-darkening shades"", ""Hair dryer"", ""Bed linens"", ""Coffee maker"", ""Cooking basics"", ""Private garden or backyard"", ""Luggage dropoff allowed"", ""Private patio or balcony"", ""Shampoo"", ""BBQ grill""]","$8,685.00",1,180,1,1,1125,1125,1.0,1125.0,,t,0,5,11,220,2022-09-22,191,13,1,2012-04-30,2022-08-27,4.84,4.86,4.57,4.98,4.98,4.98,4.85,,t,2,2,0,0,1.51
81120,https://www.airbnb.com/rooms/81120,20220922013624,2022-09-22,city scrape,"Avenida 9 de Julio, departamento con vista a la av","Recepción y seguridad las 24 hs. esto hace una entrada autónoma al departamento.<br />Ubicado en pleno centro sobre la principal avenida de la ciudad, avenida 9 de Julio, a  4 cuadras  de Plaza de Mayo, obelisco, San Telmo y 8 calles de Puerto Madero.<br />Todas las líneas de metro y colectivos frente al edificio.<br /><br /><b>The space</b><br />Vista a la Av 9 de Julio, ambiente luminoso y con mucho aire de frente y contrafrente, en el centro de la Ciudad.<br /><br /><b>Guest access</b><br />Todas las aéreas.<br />Entrada autónoma las 24 hs.<br /><br /><b>Other things to note</b><br />La entrada al departamento es autónoma.","sobre Av 9 de Julio, a 4 calles de Plaza de Mayo y del Obelisco, a minutos caminando de San Telmo y Puerto Madero",https://a0.muscache.com/pictures/miso/Hosting-81120/original/8eccf472-7f16-4e96-b447-97297df4c063.jpeg,439345,https://www.airbnb.com/users/show/439345,Marcelo,2011-03-13,,"",within a few hours,100%,100%,f,https://a0.muscache.com/im/pictures/user/dc9b9726-a931-4d0c-a619-f7cee1105d85.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dc9b9726-a931-4d0c-a619-f7cee1105d85.jpg?aki_policy=profile_x_medium,Monserrat,1,1,"['email', 'phone']",t,t,"Buenos Aires, Capital Federal, Argentina",Monserrat,,-34.61155319213867,-58.38185119628906,Entire serviced apartment,Entire home/apt,4,,1 bath,1,3,"[""Elevator"", ""Cleaning before checkout"", ""Refrigerator"", ""Heating"", ""Dining table"", ""Essentials"", ""Single level home"", ""Bidet"", ""Hangers"", ""Cleaning products"", ""Microwave"", ""Freezer"", ""Clothing storage: closet"", ""Paid parking garage on premises"", ""Cable TV"", ""Body soap"", ""Air conditioning"", ""Dedicated workspace"", ""Atma oven"", ""Stainless steel gas stove"", ""Baking sheet"", ""Mosquito net"", ""Hot water"", ""Extra pillows and blankets"", ""Wifi"", ""Dishes and silverware"", ""42\"" HDTV with standard cable"", ""Toaster"", ""Conditioner"", ""Long term stays allowed"", ""Building staff"", ""Iron"", ""Kitchen"", ""Laundromat nearby"", ""Bathtub"", ""Room-darkening shades"", ""Bed linens"", ""Coffee maker"", ""Cooking basics"", ""Paid parking garage off premises"", ""Luggage dropoff allowed"", ""Shampoo"", ""Hot water kettle""]","$12,511.00",1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,10,284,2022-09-22,6,6,0,2022-06-11,2022-07-24,4.67,4.33,4.67,4.83,4.67,4.83,4.67,,t,1,1,0,0,1.73
269115,https://www.airbnb.com/rooms/269115,20220922013624,2022-09-22,city scrape,"In the heart of Palermo, Soho Point","<b>The space</b><br />Effort and love are the two words that inspired me to create the Soho Point back in 2009. This fully equipped studio condominium is formed by 6 spacious and bright units and is located in the heart of  Palermo Soho, one of the coolest places in Buenos Aires. <br />My experienced in travelling away from home made me want to create a space where guests could feel warm, just like home. This is how I got the idea of building this special and unique place in Buenos Aires. <br />The Soho Point is not a hotel, but it’s not just an apartment. Soho Point is a new concept in tourism where you are always welcome without feeling stuck in a rigid structure. You will be able to manage your schedule and activities, but at the same time you will always find someone willing to give you some advice, guide you in the city or even help you with any problem that can come up at any time. <br />The Soho Point is in the middle of a popular area so you will find people in the streets 24/7",,https://a0.muscache.com/pictures/3187005/21baf827_original.jpg,1409800,https://www.airbnb.com/users/show/1409800,Mariano,2011-11-15,"Buenos Aires, Argentina","I'm a young entrepreneur who enjoys the pleasures of life. As a lawyer, artist, writer, scuba dive Instructor, snowboarder, I am driven by my curiosity and restless spirit that took me all around the world, to experience the cordiality and fellowship of many other cultures, that led me to venture into the lodging business, focused in hospitality and premium services; based on my own experiences and all the common expectations that people like me experienced when we are thrown into the adventure of traveling.
 ",within an hour,100%,88%,f,https://a0.muscache.com/im/pictures/user/d297cadb-f740-4d10-a8b8-34545ba51d35.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d297cadb-f740-4d10-a8b8-34545ba51d35.jpg?aki_policy=profile_x_medium,Palermo,59,84,"['email', 'phone']",t,t,,Palermo,,-34.59006,-58.42609,Entire serviced apartment,Entire home/apt,2,,1 bath,1,1,"[""Fire extinguisher"", ""Refrigerator"", ""Heating"", ""Essentials"", ""Hangers"", ""Patio or balcony"", ""High chair"", ""Microwave"", ""Cable TV"", ""Air conditioning"", ""Hot water"", ""TV with standard cable"", ""Wifi"", ""Dishes and silverware"", ""Free street parking"", ""Crib"", ""Long term stays allowed"", ""Building staff"", ""Kitchen"", ""Iron"", ""Hair dryer"", ""Coffee maker"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Shampoo""]","$9,926.00",1,760,1,1,760,760,1.0,760.0,,t,19,38,68,343,2022-09-22,46,1,0,2012-03-17,2021-12-14,4.89,4.93,4.8,4.95,4.96,5.0,4.8,,t,55,43,1,0,0.36
275832,https://www.airbnb.com/rooms/275832,20220922013624,2022-09-22,city scrape,Studio in Buenos Aires,"<b>The space</b><br />Studio located on Callao Avenue one block from Corrientes. Variety of means of transport. Two subway lines at 150 and 250 meters. Two blocks from the National Congress and eight from the Obelisk.  <br /> <br />Taxis in Buenos Aires are black with the roof painted yellow, they roam the city streets 24 hours a day and you can either flag them on the streets or call them for a pick up   (Radio Taxis). <br /> <br />Buenos Aires has a large network of buses, locally called ""Colectivos"". There are 144  lines, each one identified with a number and different colors.  <br /> <br />The subway system is very reliable and it covers the center  and the outskirts of the city with a combined route of 46 kilometers and 80 stations. <br /> <br />Controlled access - 24 hour security. Window with city view - balcony to the street. Air conditioning - Central heating. Kitchenette - Refrigerator - Microwave oven. Large bathroom - Bath. Large closet. Cable TV. Phone - Wi-Fi. Safe. Crock",,https://a0.muscache.com/pictures/2793281/7e6d8f80_original.jpg,1441510,https://www.airbnb.com/users/show/1441510,Belén,2011-11-25,"Buenos Aires, Argentina","Me gusta viajar,  bailar tango, el cine y la danza. Soy de acuario y vivo en Buenos Aires.",a few days or more,0%,N/A,f,https://a0.muscache.com/im/users/1441510/profile_pic/1322243155/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1441510/profile_pic/1322243155/original.jpg?aki_policy=profile_x_medium,Balvanera,1,1,"['email', 'phone']",t,f,,Balvanera,,-34.60714,-58.39298,Private room in rental unit,Private room,2,,,1,1,"[""Wifi"", ""Elevator"", ""TV"", ""Heating"", ""Air conditioning"", ""Long term stays allowed""]","$7,238.00",6,365,6,6,365,365,6.0,365.0,,t,30,60,90,365,2022-09-22,0,0,0,,,,,,,,,,,f,1,0,1,0,
82623,https://www.airbnb.com/rooms/82623,20220922013624,2022-09-22,city scrape,Garden studio flat with swimming pool,"The place is perfect for either one person or couple. This flat is on the ground floor with direct access to garden terrace, with plenty of light and air. The building has also a back garden with swimming pool, changing room, grill barbecue, thatched area with table, benches and fridge. Tranquil residential neighbourhood, which offers a wonderful mix of classic porteño cafés, restaurants, live music venues, against a backdrop of contemporary interior decor, flea markets and green spaces.<br /><br /><b>The space</b><br />Sunny and charming studio with terrace, garden and swimmig pool in new-built building in Colegiales, very near Palermo and Begrano.<br />The apartment features wooden floors, double size bed, double sofa bed, single sofa bed, integrated kitchen with all mod cons (oven, microwave,fridge, freezer, coffeemaker, toaster,...), washing machine, big storage space, linen and towels. <br />All expenses and services are included. The apartment has cable HD TV, 50Mbps speed Intern","Colegiales cobbles together pieces of Porteño tradition with modern amusements. This strikingly tranquil residential neighbourhood embraces BA's long-withstanding cafe culture but sets it against the backdrop of contemporary interior decor. Flea markets and multi-story murals attract vintage urbanists while manicured gardens and wrought iron balconies offer peaceful respites from the more hurried paces of neighbouring Belgrano and Palermo.<br />When venturing deep into the back streets of Colegiales you will be treated to a wonderful mix of classic porteño cafés, closed-door restaurants and live music venues.",https://a0.muscache.com/pictures/564126/79b3c979_original.jpg,449610,https://www.airbnb.com/users/show/449610,Antonio,2011-03-18,"London, United Kingdom","",within an hour,100%,100%,t,https://a0.muscache.com/im/users/449610/profile_pic/1300600752/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/449610/profile_pic/1300600752/original.jpg?aki_policy=profile_x_medium,Colegiales,7,7,"['email', 'phone']",t,t,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",Colegiales,,-34.5742,-58.45024,Entire rental unit,Entire home/apt,2,,1 bath,,1,"[""TV with standard cable"", ""Wifi"", ""Elevator"", ""Bed linens"", ""Pool"", ""Washer"", ""Cable TV"", ""Air conditioning"", ""Heating"", ""Kitchen"", ""Ethernet connection"", ""Long term stays allowed"", ""Hot water"", ""Essentials""]","$3,445.00",5,1125,5,5,1125,1125,5.0,1125.0,,t,0,0,0,189,2022-09-22,42,0,0,2015-11-11,2020-12-19,4.62,4.81,4.24,4.86,4.93,4.83,4.69,,t,1,1,0,0,0.50
275933,https://www.airbnb.com/rooms/275933,20220922013624,2022-09-22,city scrape,Two bedrooms in Palermo Chico,"Marvelous apartment for 4 people idealy, perfect to you and your family to stay here, situated in the BEST part of the neighborhood!<br /><br />It has a sofa bed in the living room.<br /><br /><b>The space</b><br />Enjoy Buenos Aires staying at this super nice two bedroom apartment. It is located on the corner Salguero street and Seguí St. The area is surrounded by great restaurants, delis, parks and malls. Very close to Recoleta, Palermo Soho and Hollywood.<br />The apartment consists of two bedrooms, one bathroom, living room, dining room, fully equipped kitchen, laundry room with washing machine,  WiFi, cable TV.<br />Easy access to any part of the city from here.<br /><br />Disfrute de Buenos Aires, alojándose en este hermoso departamento recientemente remodelado  de dos dormitorios. Se encuentra ubicado en la esquina de la calle Salguero y  Seguí. La zona está rodeada de restaurantes, delis, parques y centros comerciales. Muy cerca de Recoleta, Palermo Soho y Hollywood.<br />El ap","Close to Shopping Malls, restaurants, museums and parks",https://a0.muscache.com/pictures/efcd786a-f1dd-4c60-84d2-5348cf155f4e.jpg,419383,https://www.airbnb.com/users/show/419383,Mariana Y Sebas,2011-03-02,"Buenos Aires, Argentina","I am an easy going person, always joyful and smiley.
At the moment  I work as a corporate event planner, motivational coach & low fat -gluten free chef.
My fav hobbies are to sing, paint, write dance, cook &  travel 

I enjoy very much to meet people from other countries and if they come to Buenos Aires assist them with the arrangements of tours and recommendations of things to do in the city.

I love travelling around the world!

I speak english, spanish, french, and very little italian and german!

",within a few hours,93%,93%,t,https://a0.muscache.com/im/pictures/user/86e70078-9351-4f0a-b48b-e6dc4ac3ec6a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/86e70078-9351-4f0a-b48b-e6dc4ac3ec6a.jpg?aki_policy=profile_x_medium,Palermo,7,8,"['email', 'phone']",t,t,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",Palermo,,-34.58044,-58.40753,Entire rental unit,Entire home/apt,4,,1 bath,2,3,"[""Elevator"", ""Host greets you"", ""Refrigerator"", ""Heating"", ""Essentials"", ""Hangers"", ""Oven"", ""Paid parking off premises"", ""Microwave"", ""Cable TV"", ""Air conditioning"", ""Hot water"", ""TV with standard cable"", ""Wifi"", ""Dishes and silverware"", ""Free street parking"", ""Stove"", ""Crib"", ""Long term stays allowed"", ""Kitchen"", ""Iron"", ""Hair dryer"", ""Coffee maker"", ""Cooking basics"", ""Washer"", ""Shampoo""]","$9,119.00",3,365,3,3,365,365,3.0,365.0,,t,7,21,51,281,2022-09-22,89,2,0,2012-02-26,2022-03-03,4.7,4.76,4.55,4.89,4.84,4.94,4.63,,f,7,6,1,0,0.69
